"Notes"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Aug., 2018"	"2018/08"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	10701	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	2731	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11640	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Atherosclerosis (I70)"	"GR113-071"	347	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	1540	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	755	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	785	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	423	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	3011	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Influenza (J09-J11)"	"GR113-077"	18	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Pneumonia (J12-J18)"	"GR113-078"	2993	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	13	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	8	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	5	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11339	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	39	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Emphysema (J43)"	"GR113-084"	551	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Asthma (J45-J46)"	"GR113-085"	229	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	10520	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	51	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1516	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3210	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Peptic ulcer (K25-K28)"	"GR113-090"	255	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Diseases of appendix (K35-K38)"	"GR113-091"	43	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Hernia (K40-K46)"	"GR113-092"	170	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	3587	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Alcoholic liver disease (K70)"	"GR113-094"	1979	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	1608	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	327	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4083	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	58	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	27	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Renal failure (N17-N19)"	"GR113-100"	3994	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other disorders of kidney (N25,N27)"	"GR113-101"	4	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	76	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Hyperplasia of prostate (N40)"	"GR113-103"	40	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	9	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	97	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	4	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	93	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	983	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	748	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2668	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"All other diseases (Residual) "	"GR113-111"	26993	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	14116	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	3772	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	3490	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	124	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	158	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	10344	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Falls (W00-W19)"	"GR113-118"	2917	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	33	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	463	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	146	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	5344	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	1441	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	4300	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	2147	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	2153	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	1607	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	1162	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	445	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	62	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	478	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	33	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	445	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	1	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	360	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	386	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Salmonella infections (A01-A02)"	"GR113-001"	11	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	2	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	592	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Tuberculosis (A16-A19)"	"GR113-004"	40	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Respiratory tuberculosis (A16)"	"GR113-005"	22	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other tuberculosis (A17-A19)"	"GR113-006"	18	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Meningococcal infection (A39)"	"GR113-009"	2	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Septicemia (A40-A41)"	"GR113-010"	3092	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Syphilis (A50-A53)"	"GR113-011"	4	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	1	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Viral hepatitis (B15-B19)"	"GR113-015"	368	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	408	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	654	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	49018	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	798	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1289	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	914	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4378	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2265	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	3827	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	276	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	11559	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant melanoma of skin (C43)"	"GR113-028"	648	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3432	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	312	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	920	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1075	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2543	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1171	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1375	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1413	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	4843	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Hodgkin disease (C81)"	"GR113-038"	82	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1726	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Leukemia (C91-C95)"	"GR113-040"	1927	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1098	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	10	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	5980	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1283	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Anemias (D50-D64)"	"GR113-045"	440	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	6458	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	744	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Malnutrition (E40-E46)"	"GR113-048"	723	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	21	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Meningitis (G00,G03)"	"GR113-050"	52	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Parkinson disease (G20-G21)"	"GR113-051"	2621	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Alzheimer disease (G30)"	"GR113-052"	9250	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	65025	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	49112	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	274	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Hypertensive heart disease (I11)"	"GR113-056"	3917	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	655	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	27318	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	8035	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	327	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	18956	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	4872	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	14084	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other heart diseases (I26-I51)"	"GR113-064"	16948	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Acute and subacute endocarditis (I33)"	"GR113-065"	137	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	79	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Heart failure (I50)"	"GR113-067"	6270	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	10462	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	2763	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11296	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Atherosclerosis (I70)"	"GR113-071"	345	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	1509	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	772	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	737	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	382	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	3082	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Influenza (J09-J11)"	"GR113-077"	30	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Pneumonia (J12-J18)"	"GR113-078"	3052	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	12	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	10	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	2	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11061	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	34	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Emphysema (J43)"	"GR113-084"	568	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Asthma (J45-J46)"	"GR113-085"	248	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	10211	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	50	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1386	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3238	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Peptic ulcer (K25-K28)"	"GR113-090"	245	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Diseases of appendix (K35-K38)"	"GR113-091"	28	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Hernia (K40-K46)"	"GR113-092"	200	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	3437	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Alcoholic liver disease (K70)"	"GR113-094"	1844	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	1593	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	274	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	3885	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	47	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	17	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Renal failure (N17-N19)"	"GR113-100"	3819	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Other disorders of kidney (N25,N27)"	"GR113-101"	2	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	66	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Hyperplasia of prostate (N40)"	"GR113-103"	51	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	15	Not Applicable	Not Applicable
